iter	Passed	Remaining
520	1451	1334
521	1453	1331
522	1457	1328
523	1458	1325
524	1460	1321
525	1462	1317
526	1464	1314
527	1466	1311
528	1468	1307
529	1472	1305
530	1474	1302
531	1476	1298
532	1478	1295
533	1481	1292
534	1484	1290
535	1488	1288
536	1491	1285
537	1493	1282
538	1496	1279
539	1498	1276
540	1500	1272
541	1503	1270
542	1506	1267
543	1508	1264
544	1511	1261
545	1513	1258
546	1515	1255
547	1519	1253
548	1522	1250
549	1524	1247
550	1527	1244
551	1529	1241
552	1531	1238
553	1536	1236
554	1538	1233
555	1540	1230
556	1542	1226
557	1544	1223
558	1547	1220
559	1551	1219
560	1553	1215
561	1556	1213
562	1559	1210
563	1561	1207
564	1563	1204
565	1566	1201
566	1568	1198
567	1571	1194
568	1573	1191
569	1575	1188
570	1579	1186
571	1581	1183
572	1584	1181
573	1586	1177
574	1588	1174
575	1590	1171
576	1592	1167
577	1594	1164
578	1598	1162
579	1600	1158
580	1602	1155
581	1606	1153
582	1608	1150
583	1610	1147
584	1614	1145
585	1616	1142
586	1618	1138
587	1620	1135
588	1622	1132
589	1624	1128
590	1626	1125
591	1627	1121
592	1630	1119
593	1632	1115
594	1634	1112
595	1635	1108
596	1637	1105
597	1639	1102
598	1641	1098
599	1644	1096
600	1646	1093
601	1648	1089
602	1650	1086
603	1651	1083
604	1653	1079
605	1655	1076
606	1656	1072
607	1658	1069
608	1661	1066
609	1663	1063
610	1665	1060
611	1666	1056
612	1668	1053
613	1670	1050
614	1671	1046
615	1673	1043
616	1677	1041
617	1678	1037
618	1680	1034
619	1682	1031
620	1684	1027
621	1686	1024
622	1688	1021
623	1689	1018
624	1692	1015
625	1694	1012
626	1696	1009
627	1698	1006
628	1700	1002
629	1702	999
630	1704	996
631	1706	993
632	1708	990
633	1711	987
634	1713	984
635	1715	981
636	1717	978
637	1719	975
638	1720	972
639	1724	969
640	1726	967
641	1728	963
642	1730	960
643	1732	957
644	1734	954
645	1736	951
646	1739	948
647	1741	946
648	1744	943
649	1746	940
650	1748	937
651	1750	934
652	1752	931
653	1755	928
654	1757	925
655	1759	922
656	1761	919
657	1763	916
658	1765	913
659	1768	910
660	1771	908
661	1773	905
662	1775	902
663	1777	899
664	1779	896
665	1781	893
666	1782	890
667	1786	887
668	1788	884
669	1789	881
670	1791	878
671	1793	875
672	1794	872
673	1796	869
674	1798	865
675	1802	863
676	1804	860
677	1805	857
678	1807	854
679	1809	851
680	1811	848
681	1813	845
682	1817	843
683	1819	840
684	1821	837
685	1822	834
686	1824	831
687	1826	828
688	1828	825
689	1830	822
690	1833	820
691	1835	817
692	1837	813
693	1838	810
694	1840	807
695	1842	804
696	1844	801
697	1846	798
698	1849	796
699	1851	793
700	1853	790
701	1855	787
702	1857	784
703	1858	781
704	1860	778
705	1865	776
706	1868	774
707	1870	771
708	1873	768
709	1875	766
710	1877	763
711	1881	760
712	1883	758
713	1887	756
714	1890	753
715	1891	750
716	1895	748
717	1897	745
718	1900	742
719	1902	739
720	1905	737
721	1907	734
722	1911	732
723	1913	729
724	1916	726
725	1918	724
726	1920	721
727	1923	718
728	1927	716
729	1929	713
730	1931	710
731	1934	708
732	1936	705
733	1938	702
734	1940	699
735	1944	697
736	1946	694
737	1948	691
738	1950	689
739	1953	686
740	1955	683
741	1958	681
742	1961	678
743	1963	675
744	1966	672
745	1968	670
746	1970	667
747	1972	664
748	1975	661
749	1977	659
750	1979	656
751	1981	653
752	1983	650
753	1986	647
754	1989	645
755	1991	642
756	1993	640
757	1995	637
758	1997	634
759	1999	631
760	2003	629
761	2008	627
762	2010	624
763	2012	621
764	2013	618
765	2015	615
766	2017	612
767	2019	609
768	2023	607
769	2024	604
770	2026	601
771	2028	599
772	2030	596
773	2032	593
774	2034	590
775	2038	588
776	2040	585
777	2043	583
778	2045	580
779	2047	577
780	2049	574
781	2053	572
782	2055	569
783	2057	566
784	2062	564
785	2064	562
786	2067	559
787	2069	556
788	2071	553
789	2073	551
790	2075	548
791	2076	545
792	2077	542
793	2079	539
794	2081	536
795	2084	534
796	2086	531
797	2087	528
798	2089	525
799	2091	522
800	2092	519
801	2094	517
802	2096	514
803	2101	512
804	2103	509
805	2104	506
806	2106	503
807	2108	500
808	2109	498
809	2111	495
810	2113	492
811	2115	489
812	2117	486
813	2118	484
814	2120	481
815	2122	478
816	2123	475
817	2125	472
818	2129	470
819	2131	467
820	2133	465
821	2135	462
822	2137	459
823	2139	456
824	2141	454
825	2142	451
826	2146	449
827	2147	446
828	2149	443
829	2151	440
830	2153	437
831	2155	435
832	2157	432
833	2158	429
834	2161	427
835	2163	424
836	2165	421
837	2167	418
838	2168	416
839	2170	413
840	2172	410
841	2173	407
842	2177	405
843	2178	402
844	2180	400
845	2182	397
846	2184	394
847	2185	391
848	2187	389
849	2189	386
850	2193	384
851	2195	381
852	2197	378
853	2199	375
854	2200	373
855	2202	370
856	2204	367
857	2208	365
858	2209	362
859	2211	360
860	2213	357
861	2215	354
862	2217	351
863	2219	349
864	2220	346
865	2224	344
866	2225	341
867	2227	338
868	2229	336
869	2231	333
870	2233	330
871	2235	328
872	2238	325
873	2240	323
874	2242	320
875	2243	317
876	2245	314
877	2247	312
878	2249	309
879	2250	306
880	2255	304
881	2257	302
882	2259	299
883	2263	296
884	2265	294
885	2267	291
886	2271	289
887	2273	286
888	2276	284
889	2278	281
890	2280	278
891	2282	276
892	2287	274
893	2290	271
894	2293	269
895	2295	266
896	2298	263
897	2302	261
898	2305	258
899	2307	256
900	2310	253
901	2312	251
902	2314	248
903	2319	246
904	2321	243
905	2323	241
906	2326	238
907	2329	236
908	2333	233
909	2335	231
910	2338	228
911	2340	225
912	2342	223
913	2344	220
914	2349	218
915	2352	215
916	2355	213
917	2358	210
918	2360	208
919	2362	205
920	2367	203
921	2370	200
922	2373	197
923	2375	195
924	2377	192
925	2381	190
926	2383	187
927	2387	185
928	2390	182
929	2393	180
930	2397	177
931	2399	175
932	2401	172
933	2403	169
934	2405	167
935	2407	164
936	2409	162
937	2413	159
938	2415	156
939	2417	154
940	2418	151
941	2420	149
942	2423	146
943	2425	143
944	2429	141
945	2431	138
946	2433	136
947	2434	133
948	2436	130
949	2438	128
950	2439	125
951	2441	123
952	2444	120
953	2446	117
954	2447	115
955	2449	112
956	2451	110
957	2453	107
958	2455	104
959	2456	102
960	2460	99
961	2462	97
962	2463	94
963	2465	92
964	2467	89
965	2468	86
966	2470	84
967	2472	81
968	2473	79
969	2477	76
970	2479	74
971	2480	71
972	2482	68
973	2484	66
974	2486	63
975	2488	61
976	2492	58
977	2493	56
978	2495	53
979	2497	50
980	2499	48
981	2500	45
982	2502	43
983	2504	40
984	2508	38
985	2510	35
986	2511	33
987	2513	30
988	2515	27
989	2516	25
990	2518	22
991	2520	20
992	2522	17
993	2524	15
994	2526	12
995	2528	10
996	2529	7
997	2531	5
998	2533	2
999	2534	0
