iter	RMSE
348	7.514096357
349	7.504041539
350	7.500048772
351	7.49683022
352	7.490193685
353	7.485873071
354	7.481266677
355	7.47330225
356	7.467166284
357	7.461081364
358	7.452579679
359	7.44554222
360	7.436780187
361	7.434012661
362	7.427776633
363	7.424932961
364	7.422395964
365	7.417642103
366	7.409594493
367	7.406945096
368	7.399190506
369	7.392945838
370	7.383786666
371	7.376127178
372	7.373439358
373	7.368291048
374	7.367942394
375	7.359715671
376	7.352822131
377	7.351446323
378	7.342913685
379	7.33668874
380	7.336584678
381	7.330920507
382	7.320636807
383	7.312789015
384	7.306317322
385	7.299015256
386	7.295339152
387	7.295238494
388	7.28911606
389	7.289018491
390	7.281939942
391	7.279507472
392	7.273520576
393	7.272561227
394	7.267743962
395	7.262356723
396	7.253536554
397	7.245514824
398	7.243662779
399	7.237021493
400	7.230301831
401	7.22608064
402	7.221239235
403	7.215520317
404	7.21145916
405	7.205646401
406	7.19906155
407	7.198979618
408	7.194706566
409	7.189929594
410	7.189606596
411	7.184358436
412	7.175323816
413	7.171539612
414	7.169368203
415	7.168388984
416	7.166514196
417	7.165515312
418	7.159541783
419	7.15482529
420	7.151651872
421	7.144272307
422	7.143419475
423	7.138144964
424	7.131260485
425	7.127183226
426	7.124978658
427	7.120287675
428	7.114984921
429	7.107413209
430	7.100926287
431	7.097900184
432	7.093066031
433	7.089250359
434	7.082505117
435	7.078397705
436	7.071378491
437	7.066674149
438	7.061770378
439	7.060850726
440	7.059450511
441	7.054319326
442	7.048099967
443	7.043296476
444	7.039735001
445	7.034557669
446	7.029146341
447	7.029076015
448	7.021149748
449	7.017702394
450	7.015774763
451	7.013269464
452	7.009649613
453	7.005209746
454	6.999886767
455	6.993685997
456	6.99288737
457	6.99086469
458	6.986372095
459	6.982281597
460	6.978015164
461	6.971163747
462	6.967184046
463	6.963235869
464	6.957577963
465	6.953289311
466	6.952907234
467	6.951891027
468	6.944429503
469	6.940366569
470	6.938956616
471	6.932710062
472	6.930798869
473	6.928070076
474	6.924688387
475	6.919659843
476	6.916089472
477	6.911090693
478	6.907923926
479	6.903608043
480	6.8977235
481	6.893420679
482	6.88950851
483	6.885666905
484	6.881817122
485	6.880162005
486	6.875551016
487	6.871156349
488	6.868901489
489	6.86204424
490	6.858331002
491	6.850772006
492	6.843286558
493	6.843235157
494	6.83585432
495	6.830991867
496	6.829658824
497	6.827879789
498	6.823732247
499	6.821865272
500	6.816949269
501	6.812926764
502	6.807341609
503	6.803715015
504	6.798848725
505	6.794563234
506	6.789129939
507	6.78829341
508	6.786782592
509	6.783277728
510	6.780163071
511	6.780116956
512	6.776894888
513	6.774153541
514	6.771075278
515	6.770386314
516	6.766281891
517	6.763351182
518	6.758033014
519	6.75514374
520	6.751575371
521	6.747529024
522	6.742550367
523	6.739234456
524	6.737760427
525	6.729899647
526	6.727355487
527	6.723582887
528	6.720122964
529	6.717190996
530	6.716221805
531	6.712979374
532	6.709784704
533	6.70361789
534	6.699127947
535	6.692437892
536	6.687535784
537	6.686141457
538	6.682482461
539	6.678724431
540	6.674581254
541	6.670858253
542	6.668797319
543	6.665937219
544	6.662496807
545	6.657788091
546	6.654240027
547	6.651656649
548	6.648085177
549	6.64538959
550	6.64247997
551	6.638536285
552	6.633521191
553	6.628877882
554	6.624262658
555	6.620130227
556	6.617661284
557	6.614904146
558	6.608781435
559	6.604250005
560	6.601019066
561	6.598409833
562	6.595453987
563	6.59099071
564	6.587943846
565	6.584987606
566	6.581400771
567	6.578615965
568	6.575861468
569	6.571495904
570	6.568347572
571	6.565338262
572	6.564228014
573	6.559871117
574	6.554072909
575	6.551744667
576	6.546654522
577	6.546613694
578	6.544578962
579	6.54155159
580	6.534797715
581	6.531914299
582	6.529057398
583	6.524064665
584	6.518003964
585	6.516987508
586	6.516949293
587	6.512671764
588	6.509589456
589	6.504449162
590	6.501919887
591	6.501842426
592	6.497121405
593	6.491751644
594	6.485891164
595	6.482715964
596	6.479792309
597	6.477341069
598	6.472585809
599	6.46776293
600	6.464938036
601	6.459801574
602	6.456671538
603	6.452329204
604	6.448889856
605	6.445897004
606	6.445877186
607	6.443059699
608	6.441793321
609	6.438436431
610	6.437664169
611	6.435359468
612	6.43294326
613	6.430824206
614	6.430806362
615	6.426913129
616	6.424631282
617	6.421619438
618	6.418430024
619	6.418241703
620	6.415810945
621	6.411118421
622	6.407782902
623	6.40525503
624	6.404145709
625	6.400819762
626	6.397878642
627	6.393301587
628	6.39157856
629	6.389152747
630	6.385505175
631	6.382861217
632	6.379036332
633	6.375534946
634	6.374723439
635	6.374079815
636	6.371216256
637	6.369690222
638	6.364824753
639	6.360504191
640	6.35583197
641	6.353227109
642	6.351228208
643	6.350013115
644	6.3475254
645	6.343292592
646	6.340712543
647	6.338633589
648	6.336114076
649	6.333248695
650	6.331319789
651	6.328712552
652	6.325235078
653	6.323330536
654	6.318844117
655	6.316738672
656	6.313451723
657	6.309275805
658	6.305467358
659	6.302824209
660	6.300484173
661	6.296588034
662	6.294088641
663	6.292152115
664	6.288211124
665	6.285537825
666	6.281889227
667	6.27975834
668	6.274985861
669	6.274953159
670	6.271994047
671	6.268398819
672	6.266279359
673	6.26320623
674	6.26075412
675	6.258414724
676	6.256716177
677	6.254617672
678	6.251197397
679	6.248484817
680	6.244722103
681	6.242570197
682	6.24033532
683	6.238740895
684	6.23506529
685	6.231406168
686	6.227761941
687	6.225100338
688	6.221902041
689	6.219001468
690	6.216963611
691	6.215266619
692	6.215251717
693	6.214197081
694	6.212546579
695	6.210810469
696	6.20866343
697	6.206638299
698	6.203481732
699	6.201847476
700	6.198645703
701	6.195642922
702	6.193372093
703	6.191281627
704	6.188289111
705	6.186987135
706	6.185639216
707	6.184175527
708	6.181603234
709	6.177998244
710	6.175448408
711	6.172602923
712	6.168209683
713	6.166277924
714	6.162590633
715	6.161564842
716	6.158540229
717	6.156808328
718	6.15253379
719	6.150568244
720	6.147669408
721	6.146450059
722	6.144494999
723	6.142631966
724	6.141368529
725	6.138159527
726	6.135193411
727	6.132229262
728	6.129856524
729	6.126783518
730	6.123913594
731	6.122095815
732	6.119013897
733	6.11673161
734	6.114060042
735	6.112689241
736	6.10951463
737	6.107275206
738	6.104895976
739	6.103571889
740	6.100608283
741	6.098969584
742	6.095762946
743	6.094909397
744	6.093507726
745	6.091619663
746	6.088454053
747	6.087809852
748	6.085619209
749	6.082831765
750	6.080818956
751	6.076448493
752	6.073935158
753	6.072281748
754	6.069794636
755	6.065991094
756	6.063786275
757	6.059874899
758	6.057844839
759	6.054634628
760	6.053243154
761	6.049972132
762	6.048148009
763	6.044242795
764	6.042099106
765	6.040852558
766	6.039466542
767	6.037173507
768	6.036401601
769	6.034436169
770	6.032111649
771	6.030084701
772	6.028874087
773	6.025119094
774	6.02371782
775	6.022577768
776	6.020670489
777	6.017780854
778	6.014791308
779	6.012516825
780	6.010010155
781	6.006153001
782	6.004520937
783	6.002349409
784	5.99992548
785	5.998024587
786	5.9956351
787	5.993023549
788	5.990651415
789	5.98846294
790	5.988011176
791	5.987991391
792	5.98539134
793	5.982628878
794	5.98129363
795	5.978951133
796	5.976698398
797	5.97580621
798	5.971142194
799	5.968951531
800	5.966879917
801	5.965158714
802	5.961561572
803	5.957807654
804	5.956082903
805	5.953732955
806	5.952742141
807	5.951053393
808	5.94966436
809	5.947748064
810	5.945551038
811	5.944482631
812	5.941872814
813	5.939628474
814	5.937399284
815	5.935521634
816	5.933522026
817	5.932380725
818	5.931368181
819	5.930718114
820	5.927411648
821	5.925820239
822	5.923462196
823	5.920552053
824	5.917912601
825	5.916446167
826	5.914519731
827	5.914091765
828	5.913179172
829	5.910543026
830	5.907654648
831	5.904586365
832	5.902651302
833	5.899782548
834	5.899530835
835	5.89795869
836	5.894931398
837	5.893116996
838	5.891015566
839	5.88912683
840	5.887181954
841	5.885599633
842	5.88441564
843	5.882082182
844	5.880318903
845	5.879018142
846	5.877688225
847	5.876304331
848	5.874838261
849	5.872422986
850	5.870616355
851	5.867677457
852	5.865553396
853	5.864076641
854	5.861353748
855	5.858048266
856	5.856633756
857	5.853588041
858	5.852082831
859	5.848493472
860	5.845829905
861	5.842165401
862	5.840914766
863	5.837614268
864	5.835990979
865	5.834733335
866	5.832717526
867	5.830223024
868	5.82891836
869	5.827472425
870	5.824850131
871	5.822712445
872	5.820950565
873	5.819110594
874	5.817764701
875	5.815398354
876	5.813430738
877	5.811430101
878	5.809396087
879	5.808864473
880	5.806468183
881	5.803586082
882	5.799973929
883	5.798207014
884	5.795695726
885	5.793601562
886	5.790683242
887	5.787944581
888	5.785802635
889	5.784042091
890	5.782961471
891	5.780651431
892	5.779269759
893	5.778206178
894	5.776796034
895	5.775241737
896	5.773878576
897	5.77170898
898	5.768555515
899	5.767488527
900	5.765050732
901	5.763346775
902	5.761600837
903	5.760044249
904	5.759560743
905	5.757038445
906	5.755760348
907	5.754010325
908	5.753313025
909	5.752792794
910	5.751824449
911	5.750954557
912	5.749405085
913	5.74744354
914	5.745030869
915	5.742638824
916	5.740564692
917	5.738792914
918	5.736017308
919	5.734905241
920	5.733206673
921	5.731745169
922	5.730878729
923	5.728808686
924	5.727258753
925	5.725638149
926	5.724057636
927	5.720585543
928	5.720028138
929	5.719119248
930	5.716457615
931	5.714662097
932	5.713094539
933	5.710437389
934	5.70737109
935	5.706129199
936	5.703868631
937	5.702973588
938	5.701129396
939	5.699842233
940	5.697962795
941	5.696626748
942	5.694626806
943	5.692926156
944	5.690691661
945	5.689038563
946	5.687547813
947	5.685423184
948	5.683830794
949	5.681694022
950	5.67963907
951	5.677790798
952	5.673855239
953	5.672018563
954	5.672002775
955	5.668479498
956	5.665685542
957	5.664681008
958	5.66337311
959	5.660484539
960	5.659290211
961	5.657728975
962	5.656353888
963	5.654367827
964	5.653842581
965	5.652352263
966	5.651274345
967	5.649434444
968	5.648270946
969	5.645705116
970	5.644309839
971	5.643375521
972	5.642562669
973	5.640740615
974	5.639752162
975	5.638721671
976	5.637134125
977	5.6345591
978	5.633503499
979	5.629916142
980	5.628341135
981	5.625681354
982	5.62232597
983	5.620576687
984	5.617136091
985	5.61575558
986	5.61076275
987	5.607307644
988	5.605391801
989	5.603087689
990	5.600367481
991	5.5988477
992	5.59815295
993	5.596130924
994	5.594117734
995	5.592198483
996	5.590330104
997	5.58852326
998	5.587206016
999	5.587191023
